species_name,t_number,code,genome_link
Novosphingobium_resinovorum,T04490,nre,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/742/225/GCA_001742225.1_ASM174222v1
Novosphingobium_sp._P6W,T05550,nov,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/876/675/GCA_000876675.2_ASM87667v2
Novosphingobium_sp._THN1,T05635,not,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/454/795/GCA_003454795.1_ASM345479v1
Novosphingobium_sp._EMRT-2,T06038,nor,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/145/025/GCA_005145025.1_ASM514502v1
Novosphingobium_ginsenosidimutans,T06189,ngf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/954/425/GCA_007954425.1_ASM795442v1
Novosphingobium_sp._Gsoil_351,T06443,nog,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/707/465/GCA_009707465.1_ASM970746v1
Novosphingobium_decolorationis,T07993,ndr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/417/475/GCA_018417475.1_ASM1841747v1
Novosphingobium_humi,T08806,nhum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/607/105/GCA_028607105.1_ASM2860710v1
Sphingopyxis_alaskensis,T00361,sal,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/985/GCA_000013985.1_ASM1398v1
Sphingopyxis_fribergensis,T03542,sphk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/803/645/GCA_000803645.1_ASM80364v1
Sphingopyxis_sp._113P3,T04069,sphp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/035/GCA_001278035.1_ASM127803v1
Sphingopyxis_macrogoltabida_EY-1,T04104,smag,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/295/GCA_001307295.1_ASM130729v1
Sphingopyxis_macrogoltabida_203,T04627,smaz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/314/325/GCA_001314325.1_ASM131432v1
Sphingopyxis_terrae,T04307,ster,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/975/GCA_001610975.1_ASM161097v1
Sphingopyxis_granuli,T04372,sgi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/015/GCA_001559015.1_ASM155901v1
Sphingopyxis_sp._QXT-31,T04913,sphq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/035/GCA_001984035.1_ASM198403v1
Sphingopyxis_sp._MG,T05382,spho,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/953/155/GCA_002953155.1_ASM295315v1
Sphingopyxis_sp._PAMC25046,T06315,sphx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/795/895/GCA_004795895.1_ASM479589v1
Uncultured_Sphingopyxis_sp._UC10,T05531,sphu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/078/365/GCA_900078365.1_SPPYR_PRJEB13037v1
Rhizorhabdus_wittichii_RW1,T00538,swi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/765/GCA_000016765.1_ASM1676v1
Rhizorhabdus_wittichii_DC-6,T05200,sphd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/175/GCA_000715175.2_ASM71517v2
Rhizorhabdus_dicambivorans,T05084,rdi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/275/GCA_002355275.1_ASM235527v1
Sphingomonas_sp._MM-1,T02498,sphm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/675/GCA_000347675.2_ASM34767v2
Sphingomonas_taxi,T03398,stax,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/535/GCA_000764535.1_ASM76453v1
Sphingomonas_hengshuiensis,T03848,sphi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/935/025/GCA_000935025.1_ASM93502v1
Sphingomonas_sanxanigenens,T03929,ssan,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/205/GCA_000512205.2_ASM51220v2
Sphingomonas_sp._NIC1,T04479,snj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/638/925/GCA_001638925.1_ASM163892v1
Sphingomonas_melonis,T04509,smy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/761/345/GCA_001761345.1_ASM176134v1
Sphingomonas_panacis,T04760,span,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/955/GCA_001717955.1_ASM171795v1
Sphingomonas_koreensis,T04828,skr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/385/GCA_001922385.1_ASM192238v1
Sphingomonas_sp._LM7,T04824,splm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/002/925/GCA_002002925.1_ASM200292v1
Sphingomonas_sp._LK11,T04954,splk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/971/605/GCA_001971605.1_ASM197160v1
Sphingomonas_sp._KC8,T04987,spkc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/151/445/GCA_002151445.1_ASM215144v1
Sphingomonas_psychrotolerans,T05307,sphc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/796/605/GCA_002796605.1_ASM279660v1
Sphingomonas_sp._FARSPH,T05685,sphf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/005/GCA_003355005.1_ASM335500v1
Sphingomonas_paeninsulae,T05706,spha,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/660/165/GCA_003660165.1_ASM366016v1
Sphingomonas_paucimobilis,T06034,spau,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/314/795/GCA_003314795.2_ASM331479v2
Sphingomonas_echinoides,T06681,sech,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/395/035/GCA_013395035.1_ASM1339503v1
Sphingomonas_lutea,T06880,slut,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/396/785/GCA_014396785.1_ASM1439678v1
Sphingomonas_rhizophila,T07014,srhi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/396/585/GCA_014396585.1_ASM1439658v1
Sphingomonas_lacunae,T07071,slan,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/979/535/GCA_012979535.1_ASM1297953v1
Sphingomonas_daechungensis,T07072,sdh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/489/495/GCA_014489495.1_ASM1448949v1
Sphingomonas_sediminicola,T07077,ssed,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/489/515/GCA_014489515.1_ASM1448951v1
Sphingomonas_alpina,T07078,spap,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/490/665/GCA_014490665.1_ASM1449066v1
Sphingomonas_xanthus,T07168,sxa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/998/985/GCA_007998985.1_ASM799898v1
Sphingomonas_panacisoli,T07288,spai,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/859/635/GCA_007859635.1_ASM785963v1
Sphingomonas_piscis,T07460,spii,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/300/455/GCA_011300455.1_ASM1130045v1
Sphingomonas_sinipercae,T07461,ssin,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/302/055/GCA_011302055.1_ASM1130205v1
Sphingomonas_sabuli,T07540,ssau,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/352/855/GCA_014352855.1_ASM1435285v1
Sphingomonas_aliaeris,T07559,sari,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/743/815/GCA_016743815.1_ASM1674381v1
Sphingomonas_changnyeongensis,T07798,schy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/913/435/GCA_009913435.1_ASM991343v1
Sphingomonas_suaedae,T07976,ssua,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/833/215/GCA_007833215.1_ASM783321v1
Sphingomonas_bisphenolicum,T08354,sbin,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/349/785/GCA_024349785.1_ASM2434978v1
Sphingomonas_aerolata,T08450,saer,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/935/825/GCA_023935825.1_ASM2393582v1
Sphingomonas_morindae,T08557,smor,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/822/065/GCA_023822065.1_ASM2382206v1
Sphingomonas_glaciei,T08593,sglc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/380/025/GCA_023380025.1_ASM2338002v1
Sphingomonas_qomolangmaensis,T08594,sqo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/496/245/GCA_024496245.1_ASM2449624v1
Sphingomonas_cannabina,T08607,scab,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/391/395/GCA_021391395.1_ASM2139139v1
Sphingomonas_radiodurans,T08717,srad,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/866/845/GCA_020866845.1_ASM2086684v1
Sphingomonas_hankookensis,T08811,shan,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/551/275/GCA_028551275.1_ASM2855127v1
Sphingomonas_naphthae,T08850,snap,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/607/085/GCA_028607085.1_ASM2860708v1
Sphingomonas_nostoxanthinifaciens,T08862,snos,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/930/585/GCA_019930585.1_ASM1993058v1
Sphingomonas_donggukensis,T08944,sdon,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/674/425/GCA_023674425.1_ASM2367442v1
Sphingobium_indicum_UT26S,T01201,sjp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/125/GCA_000091125.1_ASM9112v1
Sphingobium_indicum_B90A,T04604,sinb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/264/945/GCA_000264945.2_ASM26494v2
Sphingobium_chlorophenolicum,T01522,sch,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/835/GCA_000147835.3_ASM14783v3
Sphingobium_sp._SYK-6,T01622,ssy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/515/GCA_000283515.1_ASM28351v1
Sphingobium_sp._YBL2,T03855,syb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/943/805/GCA_000943805.1_ASM94380v1
Sphingobium_baderi,T04194,sbd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/456/115/GCA_001456115.1_ASM145611v1
Sphingobium_sp._MI1205,T04383,spmi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/285/GCA_001563285.1_ASM156328v1
Sphingobium_sp._EP60837,T04432,sphb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/005/GCA_001658005.1_ASM165800v1
Sphingobium_sp._RAC03,T04461,sphr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/713/415/GCA_001713415.1_ASM171341v1
Sphingobium_sp._TKS,T04965,spht,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/265/GCA_001563265.1_ASM156326v1
Sphingobium_xenophagum,T05146,shyd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/288/285/GCA_002288285.1_ASM228828v1
Sphingobium_yanoikuyae,T05170,sya,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/085/GCA_002504085.1_ASM250408v1
Sphingobium_cloacae,T05301,sclo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/855/GCA_002355855.1_ASM235585v1
Sphingobium_sp._YG1,T05858,spyg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/609/795/GCA_003609795.1_ASM360979v1
Sphingobium_fuliginis_ATCC_27551,T06343,sufl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/363/875/GCA_006363875.1_ASM636387v1
Sphingobium_fuliginis_KK22,T06985,sbar,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/074/805/GCA_015074805.1_ASM1507480v1
Sphingobium_amiense,T06684,sami,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/967/075/GCA_003967075.1_ASM396707v1
Sphingobium_phenoxybenzoativorans,T07582,spph,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/286/635/GCA_018286635.1_ASM1828663v1
Citromicrobium_sp._JL477,T04089,cij,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/304/795/GCA_001304795.1_ASM130479v1
Sphingorhabdus_sp._M41,T04317,sphg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/586/275/GCA_001586275.1_ASM158627v1
Sphingorhabdus_sp._SMR4y,T04949,sfla,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/195/GCA_002218195.1_ASM221819v1
Sphingorhabdus_sp._YGSMI21,T05308,sphy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/776/575/GCA_002776575.1_ASM277657v1
Sphingorhabdus_lutea,T04602,sphl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/025/GCA_001889025.1_ASM188902v1
Blastomonas_sp._RAC04,T04450,blas,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/713/435/GCA_001713435.1_ASM171343v1
Blastomonas_fulva,T05612,bfw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/431/825/GCA_003431825.1_ASM343182v1
Tardibacter_chloracetimidivorans,T04967,sphj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/385/GCA_001890385.1_ASM189038v1
Sphingosinithalassobacter_tenebrarum,T06464,spzr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/057/975/GCA_011057975.1_ASM1105797v1
Hankyongella_ginsenosidimutans,T06455,hgn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/144/965/GCA_005144965.1_ASM514496v1
Parasphingopyxis_algicola,T06669,palg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/378/075/GCA_013378075.1_ASM1337807v1
Parasphingorhabdus_cellanae,T07111,parj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/498/565/GCA_017498565.1_ASM1749856v1
Parasphingorhabdus_halotolerans,T07423,phao,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/516/475/GCA_012516475.1_ASM1251647v1
Sphingosinicella_microcystinivorans,T05811,smic,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/967/095/GCA_003967095.1_ASM396709v1
Sphingosinicella_sp._BN140058,T05826,sphs,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/135/585/GCA_004135585.1_ASM413558v1
Sandaracinobacteroides_saxicola,T06739,sand,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/117/445/GCA_014117445.1_ASM1411744v1
Polymorphobacter_sp._PAMC_29334,T07387,poq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/431/245/GCA_019431245.1_ASM1943124v1
Polymorphobacter_megasporae,T08573,pmea,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/982/885/GCA_018982885.2_ASM1898288v2
Altererythrobacter_epoxidivorans,T04070,aep,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/485/GCA_001281485.1_ASM128148v1
Altererythrobacter_sp._B11,T05671,alb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/569/745/GCA_003569745.1_ASM356974v1
Altererythrobacter_sp._BO-6,T06465,alh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/047/315/GCA_011047315.1_ASM1104731v1
Altererythrobacter_rubellus,T09134,arue,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/284/385/GCA_030284385.1_ASM3028438v1
Croceibacterium_atlanticum,T03925,aay,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/008/165/GCA_001008165.2_ASM100816v2
Pelagerythrobacter_marensis,T03951,amx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/028/625/GCA_001028625.1_ASM102862v1
Pelagerythrobacter_marinus,T08297,pmas,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/702/615/GCA_023702615.1_ASM2370261v1
Paraurantiacibacter_namhicola,T04447,anh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/545/GCA_001687545.1_ASM168754v1
Tsuneonella_dongtanensis,T04466,ado,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/698/205/GCA_001698205.1_ASM169820v1
Tsuneonella_flava,T07616,tfv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/925/655/GCA_016925655.1_ASM1692565v1
Croceicoccus_naphthovorans,T03964,cna,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/028/705/GCA_001028705.1_ASM102870v1
Croceicoccus_marinus,T04890,cman,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/675/GCA_001661675.2_ASM166167v2
Aurantiacibacter_atlanticus,T03997,ery,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/815/GCA_001077815.2_ASM107781v2
Aurantiacibacter_gangjinensis,T04581,egn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/695/GCA_001886695.1_ASM188669v1
Qipengyuania_flava,T04986,efv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/615/GCA_002237615.1_ASM223761v1
Qipengyuania_citrea,T08274,qci,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/702/755/GCA_023702755.1_ASM2370275v1
Qipengyuania_spongiae,T08950,qsp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/168/555/GCA_026168555.1_ASM2616855v1
Erythrobacter_litoralis_HTCC2594,T00315,eli,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/005/GCA_000013005.1_ASM1300v1
Erythrobacter_litoralis_DSM_8509,T04740,elq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/719/165/GCA_001719165.1_ASM171916v1
Erythrobacter_sp._KY5,T05511,erk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/264/115/GCA_003264115.1_ASM326411v1
Erythrobacter_aureus,T05587,err,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/455/GCA_003355455.1_ASM335545v1
Erythrobacter_sp._THAF29,T06318,erf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/363/635/GCA_009363635.1_ASM936363v1
Erythrobacter_mangrovi,T06812,emv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/260/645/GCA_013260645.1_ASM1326064v1
Erythrobacter_neustonensis,T04416,pns,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/175/GCA_001663175.1_ASM166317v1
Porphyrobacter_sp._LM_6,T04468,porl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/465/GCA_001720465.1_ASM172046v1
Porphyrobacter_sp._HT-58-2,T05364,phz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/952/215/GCA_002952215.1_ASM295221v1
Porphyrobacter_sp._YT40,T06153,pot,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/605/GCA_006542605.1_ASM654260v1
Caenibius_tardaugens,T05741,ntd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/345/GCA_003860345.1_ASM386034v1
Caenibius_sp._WL,T08345,caen,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/803/445/GCA_019803445.1_ASM1980344v1
Gluconobacter_oxydans_621H,T00230,gox,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/685/GCA_000011685.1_ASM1168v1
Gluconobacter_oxydans_H24,T02348,goh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/311/765/GCA_000311765.1_ASM31176v1
Gluconobacter_oxydans_DSM_3504,T03563,goy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/583/855/GCA_000583855.1_ASM58385v1
Gluconobacter_albidus,T04736,gal,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/485/GCA_002005485.1_ASM200548v1
Gluconobacter_thailandicus,T06199,gti,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/118/345/GCA_008118345.1_ASM811834v1
Gluconobacter_sphaericus,T07169,gsp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/757/795/GCA_016757795.1_ASM1675779v1
Gluconobacter_frateurii,T08020,gfa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/453/865/GCA_022453865.1_ASM2245386v1
Granulibacter_bethesdensis_CGDNIH1,T00392,gbe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/285/GCA_000014285.2_ASM1428v2
Granulibacter_bethesdensis_CGDNIH2,T03083,gbh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/185/GCA_000576185.2_ASM57618v2
Granulibacter_bethesdensis_NIH3.1,T03155,gbc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/085/GCA_000576085.1_ASM57608v1
Granulibacter_bethesdensis_CGDNIH4,T03156,gbs,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/145/GCA_000576145.2_ASM57614v2
Acidiphilium_cryptum,T00527,acr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/725/GCA_000016725.1_ASM1672v1
Acidiphilium_multivorum,T01446,amv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/202/835/GCA_000202835.1_ASM20283v1
Gluconacetobacter_diazotrophicus_PA1_5_(Brazil),T00631,gdi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/067/045/GCA_000067045.1_ASM6704v1
Gluconacetobacter_diazotrophicus_PA1_5_(JGI),T00798,gdj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/325/GCA_000021325.1_ASM2132v1
Komagataeibacter_medellinensis,T01631,gxy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/182/745/GCA_000182745.1_ASM18274v1
Komagataeibacter_xylinus,T03044,gxl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/550/765/GCA_000550765.1_ASM55076v1
Komagataeibacter_nataicola,T04737,kna,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/295/GCA_002009295.1_ASM200929v1
Komagataeibacter_europaeus,T04893,keu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/173/515/GCA_002173515.1_ASM217351v1
Komagataeibacter_saccharivorans,T05634,ksc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/645/GCA_003546645.1_ASM354664v1
Komagataeibacter_rhaeticus,T06497,kre,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/611/525/GCA_011611525.1_ASM1161152v1
Komagataeibacter_oboediens,T08952,koi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/229/465/GCA_029229465.1_ASM2922946v1
Acetobacter_pasteurianus_IFO_3283-01,T00988,apt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/825/GCA_000010825.1_ASM1082v1
Acetobacter_pasteurianus_IFO_3283-01-42C,T01818,apw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/945/GCA_000010945.1_ASM1094v1
Acetobacter_pasteurianus_IFO_3283-03,T01812,apf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/845/GCA_000010845.1_ASM1084v1
Acetobacter_pasteurianus_IFO_3283-07,T01813,apu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/865/GCA_000010865.1_ASM1086v1
Acetobacter_pasteurianus_IFO_3283-12,T01814,apg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/965/GCA_000010965.1_ASM1096v1
Acetobacter_pasteurianus_IFO_3283-22,T01815,apq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/885/GCA_000010885.1_ASM1088v1
Acetobacter_pasteurianus_IFO_3283-26,T01816,apx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/905/GCA_000010905.1_ASM1090v1
Acetobacter_pasteurianus_IFO_3283-32,T01817,apz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/925/GCA_000010925.1_ASM1092v1
Acetobacter_pasteurianus_386B,T02786,apk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/785/GCA_000723785.1_AP1
Acetobacter_senegalensis,T04217,asz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/499/615/GCA_001499615.1_Acetobacter_senegalensis_108B
Acetobacter_oryzifermentans,T04478,asv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/715/GCA_001628715.1_ASM162871v1
Acetobacter_aceti,T04735,aace,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/445/GCA_002005445.1_ASM200544v1
Acetobacter_persici,T04751,aper,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/006/565/GCA_002006565.1_ASM200656v1
Acetobacter_pomorum,T05180,apom,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/456/135/GCA_002456135.1_ASM245613v1
Acetobacter_tropicalis,T05181,ato,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/549/835/GCA_002549835.1_ASM254983v1
Acetobacter_ascendens,T05523,aasc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/766/235/GCA_001766235.1_ASM176623v1
Acetobacter_sp._JWB,T05544,acet,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/323/795/GCA_003323795.1_ASM332379v1
Acetobacter_orientalis,T06324,aot,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/966/365/GCA_003966365.1_Acetorien_assembly01
Acetobacter_oryzoeni,T06445,aoy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/775/GCA_004014775.2_ASM401477v2
Acetobacter_vaccinii,T07989,acek,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/365/315/GCA_008365315.1_ASM836531v1
Asaia_bogorensis,T04138,abg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/547/995/GCA_001547995.1_ASM154799v1
Kozakia_baliensis,T04547,kba,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/787/335/GCA_001787335.1_ASM178733v1
Roseomonas_gilardii,T04615,rgi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/945/GCA_001941945.1_ASM194194v1
Roseomonas_sp._FDAARGOS_362,T05160,ros,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/754/815/GCA_002754815.1_ASM275481v1
Roseomonas_mucosa,T06208,rmuc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/785/GCA_008693785.1_ASM869378v1
Roseomonas_marmotae,T08030,rmt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/654/485/GCA_017654485.1_ASM1765448v1
Roseomonas_fluvialis,T08992,rfl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/846/615/GCA_022846615.1_ASM2284661v1
Pseudoroseomonas_cervicalis,T08750,rcv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/920/465/GCA_027920465.1_ASM2792046v1
